City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Port Blair,IN,11.6667,92.75,77.16,74,100,7.83,overcast clouds
345,Porto Murtinho,BR,-21.6989,-57.8825,103.57,20,47,5.44,scattered clouds
346,Severnyy,RU,50.677,36.5532,33.84,86,75,8.95,broken clouds
347,Tygda,RU,53.1167,126.3333,-9.27,94,97,4.85,overcast clouds
348,Surgut,RU,61.25,73.4167,-6.92,83,0,8.99,clear sky
349,Englehart,CA,47.8169,-79.8664,27.16,93,100,13.8,snow
350,Cervo,ES,43.6702,-7.4101,52.97,89,100,15.77,overcast clouds
351,Teeli,RU,51.0333,90.2333,-20.97,89,73,1.52,broken clouds
352,Hamilton,US,39.1834,-84.5333,57.72,48,100,10.36,overcast clouds
353,College,US,64.8569,-147.8028,2.28,76,75,9.22,broken clouds
354,Bako,ET,5.7833,36.5667,70.95,45,96,4.03,overcast clouds
355,Kawalu,ID,-7.3817,108.2082,72.7,92,100,2.01,overcast clouds
356,Oswego,US,43.4501,-76.1497,49.95,48,100,4.0,overcast clouds
357,Funadhoo,MV,6.15,73.2667,81.84,73,99,6.13,overcast clouds
358,Sola,VU,-13.8833,167.55,81.36,77,88,14.88,light rain
359,Pemangkat,ID,1.1667,108.9667,75.18,92,100,3.27,light rain
360,Jamame,SO,0.0722,42.7506,76.1,80,4,13.58,clear sky
361,San Cristobal,VE,7.7669,-72.225,71.78,59,83,2.28,broken clouds
362,Chopinzinho,BR,-25.8558,-52.5233,87.57,31,60,3.38,broken clouds
363,Fukue,JP,32.6881,128.8419,50.41,57,100,11.14,overcast clouds
364,Camacupa,AO,-12.0167,17.4833,63.41,82,60,4.7,broken clouds
365,Nicoya,CR,10.1483,-85.452,87.35,46,95,8.55,overcast clouds
366,Dongsheng,CN,39.8161,109.9776,24.1,52,100,13.18,overcast clouds
367,Tougue,GN,11.4667,-11.6,72.21,14,4,3.11,clear sky
368,Santo Angelo,BR,-28.2992,-54.2631,83.73,46,91,10.78,overcast clouds
369,Tchollire,CM,8.4022,14.1698,74.12,11,62,1.28,broken clouds
370,Ancud,CL,-41.8697,-73.8203,68.23,54,0,4.68,clear sky
371,Awang,PH,7.1531,124.2211,74.46,93,24,3.74,few clouds
372,Tual,ID,-5.6667,132.75,81.45,71,69,1.86,broken clouds
373,Kampong Chhnang,KH,12.1667,104.55,76.21,79,99,5.79,overcast clouds
374,Pallasovka,RU,50.05,46.8833,33.28,96,100,15.52,light snow
375,Gat,IL,31.61,34.7642,52.39,100,12,5.46,few clouds
376,Ust-Kulom,RU,61.6864,53.6902,16.3,94,100,7.99,overcast clouds
377,Kavaratti,IN,10.5669,72.642,80.29,76,48,9.4,scattered clouds
378,Bobo Dioulasso,BF,11.1771,-4.2979,80.6,9,3,5.14,clear sky
379,Maturin,VE,9.75,-63.1767,84.43,49,98,10.8,overcast clouds
380,Ayagoz,KZ,47.9714,80.4392,-11.18,100,100,4.38,overcast clouds
381,Shelburne,CA,44.0787,-80.2041,34.23,96,100,17.02,overcast clouds
382,Alenquer,BR,-1.9417,-54.7383,80.94,74,100,4.16,overcast clouds
383,Morgan City,US,29.6994,-91.2068,72.03,30,0,8.05,clear sky
384,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,85,100,10.29,overcast clouds
385,Paamiut,GL,61.994,-49.6678,30.81,77,100,17.58,overcast clouds
386,Lagos,NG,6.5833,3.75,79.74,83,6,6.85,clear sky
387,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.44,70,97,15.01,overcast clouds
388,Chatham,GB,51.3789,0.5279,41.94,79,99,1.99,overcast clouds
389,Lata,PT,40.1629,-8.3327,56.8,88,100,1.61,overcast clouds
390,Shaunavon,CA,49.6501,-108.4181,24.08,86,100,12.77,light snow
391,Groton,US,41.3501,-72.0784,56.64,51,0,14.0,clear sky
392,Souillac,MU,-20.5167,57.5167,76.35,81,7,1.77,clear sky
393,Am Timan,TD,11.0297,20.2827,79.77,12,0,5.14,clear sky
394,Coquimbo,CL,-29.9533,-71.3436,73.13,60,0,14.97,clear sky
395,Mamallapuram,IN,12.6264,80.1722,80.06,69,39,10.6,scattered clouds
396,Faanui,PF,-16.4833,-151.75,81.19,72,49,16.2,scattered clouds
397,Waipawa,NZ,-41.4122,175.5153,62.46,99,100,4.07,overcast clouds
398,Nizwa,OM,22.9333,57.5333,62.82,53,0,3.62,clear sky
399,Dajal,PK,29.5577,70.3762,58.64,26,0,2.64,clear sky
400,Amga,RU,60.8953,131.9608,-33.29,100,82,1.1,broken clouds
401,Ixtapa,MX,20.7,-105.2,74.43,57,40,11.5,scattered clouds
402,Estrela,BR,-28.0611,-50.9383,78.13,44,66,1.03,broken clouds
403,Tias,ES,28.9611,-13.645,65.95,52,0,1.14,clear sky
404,Vanderhoof,CA,54.0166,-124.0198,33.4,71,24,2.98,few clouds
405,Celestun,MX,20.8667,-90.4,76.33,70,36,12.28,scattered clouds
406,Joshimath,IN,30.5667,79.5667,35.19,27,0,10.63,clear sky
407,Nemuro,JP,43.3236,145.575,23.0,74,81,8.08,broken clouds
408,Muisne,EC,0.6,-80.0333,79.57,78,36,8.41,scattered clouds
409,Flinders,AU,-34.5833,150.8552,70.21,91,100,4.0,overcast clouds
410,Manacor,ES,39.5696,3.2096,52.39,87,92,6.13,overcast clouds
411,Aguimes,ES,27.9054,-15.4461,66.83,60,0,5.75,clear sky
412,Neiafu,TO,-18.65,-173.9833,83.08,83,40,4.61,scattered clouds
413,Sioux Lookout,CA,50.1001,-91.917,-3.62,59,40,13.8,scattered clouds
414,Korla,CN,41.7597,86.1469,26.78,49,0,2.95,clear sky
415,Bocas Del Toro,PA,9.3333,-82.25,87.08,68,79,6.26,broken clouds
416,Nome,US,64.5011,-165.4064,-5.73,59,0,9.22,clear sky
417,Yerbogachen,RU,61.2767,108.0108,-10.1,98,100,3.11,overcast clouds
418,Pierre,US,44.3683,-100.351,27.05,59,75,20.71,broken clouds
419,Abatskoye,RU,56.2875,70.4555,-6.95,90,17,13.44,few clouds
420,Opuwo,NA,-18.0607,13.84,71.49,80,99,3.02,moderate rain
421,Linxia,CN,35.6003,103.2064,21.07,96,100,3.65,light snow
422,Balikpapan,ID,-1.2675,116.8289,72.63,91,100,4.16,overcast clouds
423,Sulangan,PH,11.1373,123.7228,79.18,85,100,12.44,overcast clouds
424,Mangochi,MW,-14.4782,35.2645,69.01,91,100,1.21,overcast clouds
425,Hofn,IS,64.2539,-15.2082,29.39,80,100,20.42,overcast clouds
426,Windhoek,NA,-22.5594,17.0832,65.1,90,100,4.0,overcast clouds
427,Kholmogory,RU,64.2229,41.656,26.71,97,97,4.29,snow
428,Kichmengskiy Gorodok,RU,59.9816,45.7854,16.52,99,93,3.78,overcast clouds
429,Rocha,UY,-34.4833,-54.3333,78.53,67,97,11.83,overcast clouds
430,Jining,CN,35.405,116.5814,36.18,64,7,6.26,clear sky
431,Florence,IT,43.7667,11.25,52.23,80,75,1.14,broken clouds
432,Honiara,SB,-9.4333,159.95,76.3,95,100,3.51,moderate rain
433,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,38,0,5.99,clear sky
434,Ahipara,NZ,-35.1667,173.1667,75.47,92,94,15.12,overcast clouds
435,Sinegorye,RU,62.0788,150.477,-23.91,86,94,1.92,overcast clouds
436,Boralday,KZ,43.3578,76.8594,26.46,93,100,2.24,mist
437,Tilichiki,RU,60.4667,166.1,-18.26,86,4,9.13,clear sky
438,Clyde River,CA,70.4692,-68.5914,-16.37,76,100,32.21,heavy snow
439,Imbituba,BR,-28.24,-48.6703,80.82,68,0,13.87,clear sky
440,Kidal,ML,18.4411,1.4078,72.97,10,55,9.82,broken clouds
441,Hokitika,NZ,-42.7167,170.9667,62.6,87,100,2.13,overcast clouds
442,Visnes,NO,59.3556,5.2242,42.85,70,75,24.16,broken clouds
443,Kungurtug,RU,50.5994,97.5228,-26.37,99,47,1.74,scattered clouds
444,Taos,US,36.4072,-105.5731,57.22,34,0,5.01,clear sky
445,Rameswaram,IN,9.2833,79.3,79.21,83,100,17.74,overcast clouds
446,Berlevag,NO,70.8578,29.0864,31.95,80,40,24.16,light snow
447,Svetlogorsk,BY,52.6333,29.7333,31.12,91,100,4.52,overcast clouds
448,Itoman,JP,26.1247,127.6694,66.58,77,37,9.22,scattered clouds
449,Agnibilekrou,CI,7.1344,-3.2047,79.56,17,19,3.42,few clouds
450,Awjilah,LY,29.1081,21.2869,54.68,50,0,7.0,clear sky
451,Verkh-Usugli,RU,52.7,115.1667,-19.16,98,22,3.13,few clouds
452,Camacha,PT,33.0833,-16.3333,61.56,82,40,13.8,scattered clouds
453,Homer,US,59.6425,-151.5483,33.69,80,100,0.0,overcast clouds
454,Erzin,TR,36.9559,36.2,50.72,73,0,2.21,clear sky
455,Abu Samrah,SY,35.3029,37.1841,47.75,65,0,5.06,clear sky
456,Mana,GF,5.6592,-53.7767,78.24,84,34,10.98,scattered clouds
457,Mercedes,AR,-34.6515,-59.4307,68.65,66,100,21.52,light rain
458,Calama,CL,-22.4667,-68.9333,73.89,18,0,23.02,clear sky
459,Lumberton,US,34.6182,-79.0086,70.48,35,100,9.28,overcast clouds
460,Tutoia,BR,-2.7619,-42.2744,84.18,75,81,9.28,broken clouds
461,Aripuana,BR,-9.1667,-60.6333,80.78,84,100,2.13,light rain
462,Ballina,AU,-28.8667,153.5667,65.95,92,88,15.1,moderate rain
463,Sadove,UA,46.2487,30.1795,37.36,69,2,3.78,clear sky
464,Pangai,TO,-19.8,-174.35,84.31,70,20,12.66,few clouds
465,Bull Savanna,JM,17.8868,-77.5902,77.13,76,54,12.93,broken clouds
466,Changli,CN,39.7042,119.1506,26.98,52,61,11.12,broken clouds
467,Altamont,US,42.2068,-121.7372,55.78,48,0,9.22,clear sky
468,Kikerino,RU,59.4667,29.6333,27.07,86,98,10.96,overcast clouds
469,Copiapo,CL,-27.3667,-70.3333,73.09,30,0,12.68,clear sky
470,Nevsehir,TR,38.9167,34.6667,20.41,86,40,2.3,mist
471,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,80,80,5.41,broken clouds
472,Mutoko,ZW,-17.397,32.2268,64.83,75,40,3.51,scattered clouds
473,Colac,AU,-38.3333,143.5833,60.17,93,6,6.42,clear sky
474,Sabha,LY,27.0377,14.4283,52.66,29,0,7.02,clear sky
475,Panguna,PG,-6.3164,155.4848,68.59,98,100,2.53,light rain
476,Mount Isa,AU,-20.7333,139.5,82.17,34,15,12.66,few clouds
477,Sarangani,PH,5.4033,125.4636,81.14,78,100,17.36,overcast clouds
478,Jalingo,NG,8.8833,11.3667,78.42,12,3,4.34,clear sky
479,Axim,GH,4.8699,-2.2405,79.92,83,7,8.41,clear sky
480,High Level,CA,58.5169,-117.136,2.73,90,100,5.37,overcast clouds
481,Meulaboh,ID,4.1363,96.1285,74.66,87,100,7.31,overcast clouds
482,Moron,AR,-34.6534,-58.6198,69.03,77,100,14.97,light rain
483,Ibotirama,BR,-12.1853,-43.2206,88.32,43,67,4.54,broken clouds
484,Lavrentiya,RU,65.5833,-171.0,-26.25,94,25,7.27,scattered clouds
485,Olafsvik,IS,64.8945,-23.7142,30.56,73,100,17.56,overcast clouds
486,Alakurtti,RU,66.9672,30.3491,23.63,90,50,9.53,light snow
487,Whitehorse,CA,60.7161,-135.0538,24.03,85,100,15.99,overcast clouds
488,Dali,CN,25.7,100.1833,39.29,88,0,3.49,clear sky
489,Abu Kamal,SY,34.4506,40.9171,53.65,52,40,9.4,scattered clouds
490,Dunedin,NZ,-45.8742,170.5036,55.18,93,100,2.37,overcast clouds
491,Maningrida,AU,-12.0667,134.2667,79.14,81,61,4.68,broken clouds
492,Honiton,GB,50.7996,-3.189,42.93,87,100,7.58,overcast clouds
493,Bluefields,NI,12.0137,-83.7635,82.02,70,50,9.24,scattered clouds
494,San Pedro,PH,14.35,121.0167,77.11,79,37,9.22,scattered clouds
495,Tehri,IN,30.3833,78.4833,47.5,40,0,5.82,clear sky
496,Shakiso,ET,5.75,38.9167,69.24,35,100,4.27,overcast clouds
497,Phangnga,TH,8.4509,98.5298,75.24,93,98,2.59,overcast clouds
498,Guerrero Negro,MX,27.9769,-114.0611,75.87,21,0,7.92,clear sky
499,Pisco,PE,-13.7,-76.2167,82.45,51,0,19.57,clear sky
500,West Lafayette,US,40.4259,-86.9081,41.11,95,100,8.05,light rain
501,Beroroha,MG,-21.6667,45.1667,78.96,79,3,1.43,clear sky
502,Matara,LK,5.9485,80.5353,75.09,91,96,7.94,overcast clouds
503,Evanston,US,42.0411,-87.6901,45.21,71,75,14.97,broken clouds
504,Coos Bay,US,43.3665,-124.2179,61.23,71,0,6.91,clear sky
505,Jiuquan,CN,39.7432,98.5174,24.71,58,100,2.93,overcast clouds
506,Tigil,RU,57.8,158.6667,-20.61,100,81,1.19,broken clouds
507,Ketchikan,US,55.3422,-131.6461,39.18,87,100,4.61,overcast clouds
508,Cayenne,GF,4.9333,-52.3333,79.09,88,100,4.61,overcast clouds
509,Bandarbeyla,SO,9.4942,50.8122,74.93,63,67,18.77,broken clouds
510,Nouadhibou,MR,20.931,-17.0347,72.79,49,91,13.02,overcast clouds
511,Geraldton,AU,-28.7667,114.6,72.01,88,40,4.61,scattered clouds
512,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.15,69,84,3.27,broken clouds
513,Kingston,JM,17.997,-76.7936,81.55,82,20,23.02,few clouds
514,Severo-Kurilsk,RU,50.6789,156.125,23.76,91,100,5.01,light snow
515,Ouadda,CF,8.0777,22.4007,72.05,21,40,6.31,scattered clouds
516,Codrington,AU,-38.2667,141.9667,51.76,90,1,8.12,clear sky
517,Barabai,ID,-2.5833,115.3833,72.84,99,100,1.16,moderate rain
518,Bang Saphan,TH,11.2126,99.5117,75.69,87,100,2.91,overcast clouds
519,Grindavik,IS,63.8424,-22.4338,30.67,64,0,12.66,clear sky
520,Inhambane,MZ,-23.865,35.3833,75.63,76,15,10.16,few clouds
521,Havoysund,NO,70.9963,24.6622,30.43,56,97,18.32,overcast clouds
522,Fort-Shevchenko,KZ,44.5086,50.263,38.62,89,100,9.71,overcast clouds
523,Ambilobe,MG,-13.2,49.05,73.58,96,100,2.55,light rain
524,Wajir,KE,1.7471,40.0573,87.28,26,100,10.09,overcast clouds
525,Senno,RU,59.5336,33.9167,26.89,94,100,8.75,light snow
526,Aksarka,RU,66.5606,67.7975,-1.66,87,100,10.92,overcast clouds
527,San Vicente,AR,-26.6167,-54.1333,87.82,30,91,1.9,light rain
528,Meadow Lake,US,34.8014,-106.5436,61.57,26,4,12.5,clear sky
529,Wladyslawowo,PL,54.7909,18.4009,34.02,68,48,19.1,scattered clouds
530,Alice Springs,AU,-23.7,133.8833,60.35,88,0,0.0,clear sky
531,Cap Malheureux,MU,-19.9842,57.6142,76.46,79,92,4.92,overcast clouds
532,Gunjur,GM,13.2019,-16.7339,83.26,27,1,11.21,clear sky
533,Belyy Yar,RU,53.6039,91.3903,-27.15,57,65,0.0,smoke
534,Grand Island,US,40.925,-98.342,46.69,39,40,29.93,scattered clouds
535,Tabou,CI,4.423,-7.3528,79.7,82,44,9.8,scattered clouds
536,Chara,RU,56.9064,118.2631,-27.58,86,88,1.23,overcast clouds
537,Paciran,ID,-6.8767,112.3761,74.68,91,100,2.35,overcast clouds
538,Batman,TR,37.8874,41.1322,40.8,75,0,4.61,clear sky
539,Puno,PE,-15.8333,-70.0333,58.44,41,17,13.65,few clouds
540,Montepuez,MZ,-13.1256,38.9997,68.7,99,100,1.86,light rain
541,Port Moresby,PG,-9.4431,147.1797,73.67,82,97,3.29,overcast clouds
542,Leningradskiy,RU,69.3833,178.4167,-19.7,97,99,4.83,overcast clouds
543,Shebalino,RU,51.2917,85.6772,-3.84,89,6,5.59,clear sky
544,Ahuimanu,US,21.4447,-157.8378,78.51,69,0,5.75,clear sky
545,Nohar,IN,29.1833,74.7667,57.52,31,0,1.57,clear sky
546,Rochegda,RU,62.8,43.25,23.68,96,100,5.39,light snow
547,Lubango,AO,-14.9172,13.4925,57.33,82,93,2.55,overcast clouds
548,Tocopilla,CL,-22.092,-70.1979,72.68,62,13,6.67,few clouds
549,Sotouboua,TG,8.5667,0.9833,82.18,13,59,0.89,broken clouds
550,Mount Gambier,AU,-37.8333,140.7667,51.06,90,0,6.53,clear sky
551,Erenhot,CN,43.6475,111.9767,4.95,95,94,4.05,overcast clouds
552,Kyabram,AU,-36.3167,145.05,56.88,66,21,7.65,few clouds
553,Kusu,JP,33.2831,131.1514,40.39,77,100,1.9,overcast clouds
554,Diffa,NE,13.3154,12.6113,68.5,16,2,8.03,clear sky
555,Dukat,RU,62.55,155.55,-27.18,77,69,3.8,broken clouds
556,Henties Bay,NA,-22.116,14.2845,71.85,84,36,7.54,scattered clouds
557,Innisfail,AU,-17.5333,146.0333,73.11,89,9,3.33,clear sky
558,Shizunai,JP,42.3339,142.3669,26.29,86,100,3.36,overcast clouds
559,Vao,NC,-22.6667,167.4833,80.76,83,100,16.08,light rain
560,Hvide Sande,DK,56.0045,8.1294,34.0,67,9,14.45,clear sky
561,Touho,NC,-20.7833,165.2333,79.32,80,100,3.04,overcast clouds
562,Nara,JP,34.6851,135.8049,39.97,62,57,1.19,broken clouds
563,Voznesenskaya,RU,44.5527,41.0318,32.09,89,9,3.65,clear sky
564,Sibu,MY,2.3,111.8167,72.59,99,100,2.13,overcast clouds
565,Fare,PF,-16.7,-151.0167,81.66,72,49,15.05,scattered clouds
566,Grand Gaube,MU,-20.0064,57.6608,76.37,79,92,4.79,overcast clouds
567,Marawi,PH,7.9986,124.2928,65.64,94,12,1.39,few clouds
568,Huangcun,CN,30.0145,118.4037,41.16,98,100,2.37,overcast clouds
569,Dangriga,BZ,16.9692,-88.2321,81.99,70,3,7.96,clear sky
570,Kargasok,RU,59.0556,80.8572,-12.55,100,19,6.22,few clouds
571,Asfi,MA,32.2994,-9.2372,59.65,81,0,15.75,clear sky
572,Makakilo City,US,21.3469,-158.0858,77.32,60,0,5.75,clear sky
573,Saint-Georges,GD,12.0564,-61.7485,80.28,74,75,20.71,broken clouds
574,Lunenburg,CA,44.3835,-64.3155,47.05,51,19,9.46,few clouds
575,Liwale,TZ,-9.7667,37.9333,70.32,96,100,0.89,overcast clouds
576,Onega,RU,63.9061,38.1404,22.57,96,98,7.65,light snow
577,North Bend,US,43.4065,-124.2243,61.16,71,0,6.91,clear sky
578,Makurdi,NG,7.7411,8.5121,85.66,10,7,4.59,clear sky
579,Okhotsk,RU,59.3833,143.3,-11.74,86,76,8.08,broken clouds
580,Phuthaditjhaba,ZA,-28.5242,28.8158,63.97,66,75,4.0,broken clouds
581,Golyshmanovo,RU,56.3979,68.3728,-1.91,87,100,17.63,overcast clouds
582,Jiazi,CN,22.8779,116.067,59.9,89,62,9.48,broken clouds
583,Merauke,ID,-8.4667,140.3333,75.63,88,14,3.85,few clouds
584,Ushtobe,KZ,45.2514,77.9838,17.98,85,100,8.3,overcast clouds
585,Micheweni,TZ,-4.9667,39.8333,79.99,74,100,10.47,overcast clouds
586,Sinnamary,GF,5.3833,-52.95,78.44,86,35,10.67,scattered clouds
587,Lavello,IT,41.0456,15.7908,45.23,79,95,2.95,overcast clouds
588,Manzanillo,CU,20.3433,-77.1167,87.24,48,47,5.28,scattered clouds
589,Kamaishi,JP,39.2667,141.8833,31.08,83,67,3.49,broken clouds
590,Pechora,RU,65.1472,57.2244,10.51,84,100,14.65,overcast clouds
591,La Ronge,CA,55.1001,-105.2842,-10.35,89,91,1.39,overcast clouds
592,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,105.49,14,18,3.2,light rain
593,Rincon,US,32.296,-81.2354,69.71,28,75,6.91,broken clouds
594,Skjervoy,NO,70.0311,20.9714,28.58,55,100,18.77,light snow
595,Waingapu,ID,-9.6567,120.2641,78.13,85,100,5.41,overcast clouds
596,Plunge,LT,55.9114,21.8442,32.59,89,100,7.16,light snow
597,Nakasongola,UG,1.3089,32.4564,68.94,70,90,4.79,overcast clouds
598,Vaitape,PF,-16.5167,-151.75,81.19,72,52,16.15,broken clouds
599,Sukumo,JP,32.9333,132.7333,44.17,70,98,2.75,overcast clouds
600,Gorontalo,ID,0.5412,123.0595,73.83,95,60,3.49,broken clouds
601,Shache,CN,38.4167,77.2406,32.81,47,71,4.61,broken clouds
602,Shaghat,AM,39.5625,45.9143,25.5,92,56,2.68,broken clouds
603,Hailar,CN,49.2,119.7,-14.73,100,100,3.58,overcast clouds
604,Bethlehem,BR,-1.4558,-48.5044,82.44,83,40,10.36,scattered clouds
605,Farap,TM,39.1704,63.6116,46.92,63,100,13.11,overcast clouds
606,Westport,US,41.1415,-73.3579,57.97,44,0,12.66,clear sky
607,Cary,US,35.7915,-78.7811,69.75,27,40,16.11,scattered clouds
608,Richards Bay,ZA,-28.783,32.0377,73.69,87,5,2.8,clear sky
609,San Francisco Del Mar,MX,16.2333,-94.65,85.95,51,0,9.33,clear sky
610,Galle,LK,6.0367,80.217,77.2,84,97,1.34,overcast clouds
611,Forbes,AU,-33.3833,148.0167,64.92,64,3,7.99,clear sky
612,Parfino,RU,57.9731,31.6481,28.33,90,62,7.16,broken clouds
613,Kariapatti,IN,9.6751,78.0999,74.3,83,65,8.63,broken clouds
614,Monze,ZM,-16.2833,27.4833,65.57,94,100,3.89,light rain
615,Hambantota,LK,6.1241,81.1185,77.11,88,95,12.68,overcast clouds
616,Shepsi,RU,44.0361,39.1489,42.84,79,5,14.63,clear sky
617,Bonavista,CA,48.6499,-53.1147,39.11,85,75,19.17,broken clouds
618,Banda Aceh,ID,5.5577,95.3222,77.61,77,90,4.32,overcast clouds
619,Kurumkan,RU,54.3,110.3,-20.02,93,90,3.67,overcast clouds
620,Carlos Chagas,BR,-17.7031,-40.7664,81.97,68,97,6.31,overcast clouds
621,Ouango,CF,4.3133,22.5552,77.25,30,75,1.92,broken clouds
622,Norsup,VU,-16.0667,167.3833,80.53,81,100,3.31,overcast clouds
623,Mildura,AU,-34.2,142.15,55.36,67,0,8.05,clear sky
624,Hobyo,SO,5.3505,48.5268,76.71,66,25,18.25,scattered clouds
625,Takapau,NZ,-40.0333,176.35,65.17,99,100,4.32,light rain
626,Kyshtovka,RU,56.555,76.6271,-17.1,100,60,4.99,broken clouds
627,Emba,KZ,48.8264,58.1442,23.2,90,100,13.87,overcast clouds
628,Mogok,MM,22.9167,96.5,52.9,53,0,2.53,clear sky
629,Kharan,PK,28.5833,65.4167,58.96,14,0,1.95,clear sky
630,Bondo,CD,3.8146,23.6866,77.94,30,100,1.52,overcast clouds
631,Ariano Irpino,IT,41.1489,15.0833,43.7,71,98,1.28,overcast clouds
632,Pyay,MM,18.8167,95.2167,66.42,43,0,3.76,clear sky
633,Bud,US,39.447,-86.1758,49.75,87,100,14.88,moderate rain
634,General Roca,AR,-39.0333,-67.5833,77.56,13,0,6.76,clear sky
635,Lincoln,US,40.8,-96.667,45.14,53,40,25.32,scattered clouds
636,Shahpur,IN,16.7,76.8333,73.87,45,40,7.43,scattered clouds
637,Porto Novo,BJ,6.4965,2.6036,80.42,80,7,8.48,clear sky
638,Aykhal,RU,66.0,111.5,-7.69,100,99,5.61,overcast clouds
639,Khasan,RU,42.4308,130.6434,23.02,55,8,17.56,clear sky
640,Olinda,BR,-8.0089,-34.8553,83.93,70,40,9.22,scattered clouds
641,Kulhudhuffushi,MV,6.6221,73.07,81.5,72,99,5.01,overcast clouds
642,Okha,RU,53.5739,142.9478,17.69,94,100,5.57,overcast clouds
643,Tepalcatepec,MX,19.1833,-102.85,88.7,14,0,4.88,clear sky
644,Saint-Leu,RE,-21.15,55.2833,76.06,77,14,3.91,few clouds
645,Millau,FR,44.0833,2.9167,37.53,79,1,3.96,clear sky
646,Madinat Sittah Uktubar,EG,29.8167,31.05,56.8,61,0,11.92,clear sky
647,Lauria,IT,40.0465,15.8358,44.8,76,99,0.87,overcast clouds
648,Dawson Creek,CA,55.7666,-120.2362,32.59,49,100,5.37,overcast clouds
649,Riyadh,SA,24.6877,46.7219,62.74,37,0,11.16,clear sky
650,Aksum,ET,14.1245,38.7244,60.62,67,38,4.41,scattered clouds
651,Bronnoysund,NO,65.4625,12.1997,32.0,93,40,23.02,scattered clouds
652,Reconquista,AR,-29.15,-59.65,104.72,12,64,0.83,broken clouds
653,Araouane,ML,18.9048,-3.5265,67.15,15,62,9.89,broken clouds
654,Tezu,IN,27.9167,96.1667,53.8,68,97,2.86,overcast clouds
655,Llanes,ES,43.4198,-4.7549,53.89,85,100,12.5,overcast clouds
656,Buin,CL,-33.7333,-70.75,85.05,21,53,12.68,broken clouds
657,Sangar,RU,63.9242,127.4739,-38.04,100,90,2.28,overcast clouds
658,Khani,GE,41.9563,42.9566,27.97,82,14,6.78,few clouds
659,Kaoma,ZM,-14.7833,24.8,65.73,94,100,3.89,overcast clouds
660,Bafra,TR,41.5678,35.9069,42.58,67,0,8.14,clear sky
661,Iracoubo,GF,5.4802,-53.2011,78.22,86,26,11.01,scattered clouds
662,Port-Cartier,CA,50.0334,-66.8654,21.74,76,67,5.53,broken clouds
663,Samarai,PG,-10.6167,150.6667,80.26,64,53,12.86,broken clouds
664,Altamira,BR,-3.2033,-52.2064,81.05,88,95,1.97,overcast clouds
665,Novoselytsya,UA,48.2193,26.2653,46.09,82,64,5.06,broken clouds
666,Antofagasta,CL,-23.65,-70.4,70.88,66,4,9.84,clear sky
667,Tres Arroyos,AR,-38.3739,-60.2798,63.25,48,100,16.62,overcast clouds
668,Jinka,ET,5.65,36.65,72.25,41,95,2.13,overcast clouds
669,Mae Hong Son,TH,19.3003,97.9685,58.84,37,0,1.7,clear sky
670,Bowen,AU,-20.0167,148.2333,73.63,82,0,7.29,clear sky
671,Kungur,RU,57.4368,56.9593,17.13,96,100,5.39,light snow
672,Surt,LY,31.2089,16.5887,57.52,69,100,5.82,overcast clouds
673,Tiznit,MA,29.5833,-9.5,56.79,62,2,4.21,clear sky
674,Nyaunglebin,MM,17.95,96.7333,63.81,36,3,2.48,clear sky
675,Nanning,CN,22.8167,108.3167,52.14,90,100,3.13,overcast clouds
676,Rabaul,PG,-4.1967,152.1721,78.69,82,100,6.24,overcast clouds
677,Vila,PT,42.0304,-8.1588,46.33,85,100,1.3,overcast clouds
678,Arona,ES,28.0996,-16.681,65.98,62,0,5.75,clear sky
679,Magomeni,TZ,-6.8,39.25,80.15,76,96,7.36,overcast clouds
680,Tarata,BO,-17.6167,-66.0167,76.42,42,90,10.89,moderate rain
681,Dongning,CN,44.0622,131.1207,7.75,84,4,8.68,clear sky
682,Boulsa,BF,12.6675,-0.5758,80.91,9,0,9.06,clear sky
