City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Zuenoula,CI,2022-02-01 22:08:53,7.4292,-6.0431,75.94,16,84,1.16
237,Discovery Bay,US,2022-02-01 22:08:54,37.9085,-121.6002,63.1,28,0,4.0
238,Sayyan,YE,2022-02-01 22:08:54,15.1718,44.3244,54.93,38,32,4.79
239,Longyearbyen,SJ,2022-02-01 22:08:54,78.2186,15.6401,22.84,58,40,3.44
240,Gobabis,NA,2022-02-01 22:08:55,-22.45,18.9667,69.04,80,100,6.38
241,Ancud,CL,2022-02-01 22:02:06,-41.8697,-73.8203,66.42,83,100,7.99
242,Rio Verde De Mato Grosso,BR,2022-02-01 22:08:55,-18.9181,-54.8442,71.64,98,100,3.47
243,Krasnosilka,UA,2022-02-01 22:08:55,46.6226,30.7742,33.91,93,100,2.37
244,Sambava,MG,2022-02-01 22:08:56,-14.2667,50.1667,75.18,83,36,6.71
245,Sharjah,AE,2022-02-01 22:07:48,25.3573,55.4033,71.26,77,0,3.44
246,Verkhnevilyuysk,RU,2022-02-01 22:08:56,63.4453,120.3167,-30.64,99,88,4.74
247,Ende,ID,2022-02-01 22:08:57,-8.8432,121.6623,76.87,87,22,3.62
248,Severobaykalsk,RU,2022-02-01 22:08:57,55.65,109.3167,-12.64,89,30,5.59
249,Yulara,AU,2022-02-01 22:00:54,-25.2406,130.9889,67.1,81,100,17.43
250,Oktyabrskiy,RU,2022-02-01 22:08:57,54.4815,53.471,29.3,95,100,11.5
251,Khatanga,RU,2022-02-01 22:00:52,71.9667,102.5,-36.74,99,22,2.59
252,Morehead,US,2022-02-01 22:08:58,37.2711,-87.1764,62.31,44,100,11.5
253,Roma,US,2022-02-01 22:08:58,43.2128,-75.4557,37.26,54,0,13.8
254,Yashan,CN,2022-02-01 22:08:58,22.1975,109.9419,51.6,93,100,5.88
255,Ixtapa,MX,2022-02-01 22:08:59,20.7,-105.2,77.23,53,0,10.36
256,Vila Franca Do Campo,PT,2022-02-01 22:08:59,37.7167,-25.4333,58.19,80,82,11.72
257,Odweyne,SO,2022-02-01 22:08:59,9.4092,45.064,65.44,66,100,12.12
258,Sarkand,KZ,2022-02-01 22:09:00,45.41,79.9186,15.8,67,4,7.61
259,Clyde River,CA,2022-02-01 22:09:00,70.4692,-68.5914,-26.19,81,99,2.62
260,Mecca,SA,2022-02-01 22:09:01,21.4267,39.8261,67.6,43,2,2.62
261,Skegness,GB,2022-02-01 22:09:01,53.1436,0.3363,50.63,76,60,20.09
262,Santander,ES,2022-02-01 22:09:01,43.4647,-3.8044,46.45,68,5,1.01
263,Aldan,RU,2022-02-01 22:09:02,58.6031,125.3894,-14.01,99,100,4.05
264,Kavieng,PG,2022-02-01 22:02:06,-2.5744,150.7967,79.95,80,100,7.09
265,Gat,IL,2022-02-01 22:09:02,31.61,34.7642,53.4,100,0,4.81
266,Broome,US,2022-02-01 22:00:58,42.2506,-75.833,34.63,58,70,4.0
267,Nikolskoye,RU,2022-02-01 22:00:50,59.7035,30.7861,24.69,98,100,2.62
268,Provideniya,RU,2022-02-01 22:00:49,64.3833,-173.3,14.36,62,20,26.84
269,Ciudad Bolivar,VE,2022-02-01 22:09:03,8.1222,-63.5497,86.63,48,96,15.97
270,Souillac,MU,2022-02-01 22:09:03,-20.5167,57.5167,79.36,100,75,18.41
271,Touros,BR,2022-02-01 22:08:44,-5.1989,-35.4608,81.5,76,52,11.83
272,Bambanglipuro,ID,2022-02-01 22:10:04,-7.95,110.2833,61.61,86,65,4.43
273,Half Moon Bay,US,2022-02-01 22:10:04,37.4636,-122.4286,63.41,34,0,4.0
274,Udachnyy,RU,2022-02-01 22:10:04,66.4167,112.4,-36.09,100,63,1.99
275,Shambu,ET,2022-02-01 22:10:05,9.5667,37.1,55.81,46,93,1.54
276,Sur,OM,2022-02-01 22:10:05,22.5667,59.5289,72.21,64,5,3.2
277,Balaipungut,ID,2022-02-01 22:10:05,1.05,101.2833,72.9,95,99,1.92
278,Whitehorse,CA,2022-02-01 22:10:06,60.7161,-135.0538,-9.9,63,16,5.01
279,Petatlan,MX,2022-02-01 22:10:06,17.5167,-101.2667,85.8,52,10,7.4
280,Castro,BR,2022-02-01 22:00:47,-24.7911,-50.0119,68.22,84,5,4.65
281,Sayat,TM,2022-02-01 22:10:07,38.7839,63.8803,48.7,65,100,9.22
282,Saint George,US,2022-02-01 22:10:07,37.1041,-113.5841,55.87,22,0,1.01
283,Saint-Augustin,CA,2022-02-01 22:10:07,51.226,-58.6502,-3.96,83,1,8.03
284,Shaki,AZ,2022-02-01 22:10:08,41.0833,47.1667,30.51,50,9,3.42
285,Esna,EG,2022-02-01 22:10:08,25.2934,32.554,54.68,49,1,3.06
286,Manyana,BW,2022-02-01 22:10:08,-23.4,21.7167,71.13,75,59,6.87
287,Sitka,US,2022-02-01 22:10:09,57.0531,-135.33,33.69,69,100,0.0
288,Punto Fijo,VE,2022-02-01 22:10:09,11.6956,-70.1996,80.76,69,2,26.71
289,Vitoria De Santo Antao,BR,2022-02-01 22:10:09,-8.1181,-35.2914,80.73,77,39,5.77
290,Olafsvik,IS,2022-02-01 22:10:10,64.8945,-23.7142,35.06,72,100,10.76
291,Lahad Datu,MY,2022-02-01 22:10:10,5.0268,118.327,74.01,96,100,4.25
292,Acolla,PE,2022-02-01 22:10:07,-11.7319,-75.5463,53.89,72,99,4.88
